SGD,COMMON,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,UNIPROT
S000002526,VBA4,YDR119W,YDR119W_mRNA,YDR119W_mRNA,851697,Q04602
S000000824,MED17,YER022W,YER022W_mRNA,YER022W_mRNA,856743,P32569
S000002306,NAS5,YDL147W,YDL147W_mRNA,YDL147W_mRNA,851408,Q12250
S000001659,LST4,YKL176C,YKL176C_mRNA,YKL176C_mRNA,853678,P34239
S000000931,PAK1,YER129W,YER129W_mRNA,YER129W_mRNA,856866,P38990
S000003963,SOI1,YLL040C,YLL040C_mRNA,YLL040C_mRNA,850619,Q07878
S000001638,RSM22,YKL155C,YKL155C_mRNA,YKL155C_mRNA,853701,P36056
S000001266,BET1,YIL004C,YIL004C_mRNA,YIL004C_mRNA,854813,P22804
S000004504,gag protein,,,,854968,P0CX74
S000002812,B16,YDR404C,YDR404C_mRNA,YDR404C_mRNA,852013,P34087
S000004127,RKM5,YLR137W,YLR137W_mRNA,YLR137W_mRNA,850828,Q12367
S000000664,ATG15,YCR068W,YCR068W_mRNA,YCR068W_mRNA,850432,P25641
S000004039,,YLR049C,YLR049C_mRNA,YLR049C_mRNA,850738,Q12110
S000000008,FUN37,YAL010C,YAL010C_mRNA,YAL010C_mRNA,851223,P18409
S000006097,TRE1,YPL176C,YPL176C_mRNA,YPL176C_mRNA,855927,Q08919
S000005345,,YNR062C,YNR062C_mRNA,YNR062C_mRNA,855799,P53748
S000004048,SHM2,YLR058C,YLR058C_mRNA,YLR058C_mRNA,850747,P37291
S000028839,,,,,,
S000001242,AIM46,YHR199C,YHR199C_mRNA,YHR199C_mRNA,856606,P38885
S000006180,APM1,YPL259C,YPL259C_mRNA,YPL259C_mRNA,855869,Q00776
S000006199,,YPL278C,YPL278C_mRNA,YPL278C_mRNA,855851,Q08990
S000001789,RPF2,YKR081C,YKR081C_mRNA,YKR081C_mRNA,853956,P36160
S000002456,VMS1,YDR049W,YDR049W_mRNA,YDR049W_mRNA,851618,Q04311
S000001700,JEN1,YKL217W,YKL217W_mRNA,YKL217W_mRNA,853663,P36035
S000006076,KIP2,YPL155C,YPL155C_mRNA,YPL155C_mRNA,855948,P28743
S000000006,FUN14,YAL008W,YAL008W_mRNA,YAL008W_mRNA,851225,P18411
S000004983,GPI15,YNL038W,YNL038W_mRNA,YNL038W_mRNA,855690,P53961
S000002518,ALT2,YDR111C,YDR111C_mRNA,YDR111C_mRNA,851690,P52892
S000003217,"3',5'-cyclic-nucleotide phosphodiesterase PDE1",YGL248W,YGL248W_mRNA,YGL248W_mRNA,852644,P22434
S000000080,YAT1,YAR035W,YAR035W_mRNA,YAR035W_mRNA,851285,P80235
S000004437,GMC2,YLR445W,YLR445W_mRNA,YLR445W_mRNA,851166,Q06201
S000003527,COS6,YGR295C,YGR295C_mRNA,YGR295C_mRNA,853212,P53344
S000004662,FET3,YMR058W,YMR058W_mRNA,YMR058W_mRNA,855080,P38993
S000001364,,YIL102C,YIL102C_mRNA,YIL102C_mRNA,854704,P40488
S000002712,CPR5,YDR304C,YDR304C_mRNA,YDR304C_mRNA,851898,P35176
S000000605,PGK1,YCR012W,YCR012W_mRNA,YCR012W_mRNA,850370,P00560
S000007547,MCS10,YCL057C-A,YCL057C-A_mRNA,YCL057C-A_mRNA,850300,Q96VH5
S000005457,HRE342,YOL097C,YOL097C_mRNA,YOL097C_mRNA,854056,Q12109
S000003910,putative nitronate monooxygenase,YJR149W,YJR149W_mRNA,YJR149W_mRNA,853614,P47177
S000004266,ATP-dependent DNA/RNA helicase,YLR276C,YLR276C_mRNA,YLR276C_mRNA,850982,Q06218
S000002274,NUP84,YDL116W,YDL116W_mRNA,YDL116W_mRNA,851441,P52891
S000005637,,YOR111W,YOR111W_mRNA,YOR111W_mRNA,854278,Q99210
S000000420,YBP1,YBR216C,YBR216C_mRNA,YBR216C_mRNA,852517,P38315
S000004764,,YMR155W,YMR155W_mRNA,YMR155W_mRNA,855187,Q03795
S000004261,CMG1,YLR271W,YLR271W_mRNA,YLR271W_mRNA,850976,Q06152
S000004804,APP2,YMR192W,YMR192W_mRNA,YMR192W_mRNA,855230,Q04322
S000000424,,YBR220C,YBR220C_mRNA,YBR220C_mRNA,852521,P38318
S000004627,CSI1,YMR025W,YMR025W_mRNA,YMR025W_mRNA,855040,Q04368
S000003658,ALB1,YJL122W,YJL122W_mRNA,YJL122W_mRNA,853320,P47019
S000004652,ERB1,YMR049C,YMR049C_mRNA,YMR049C_mRNA,855068,Q04660
S000004093,CDC45,YLR103C,YLR103C_mRNA,YLR103C_mRNA,850793,Q08032
S000001910,CMK1,YFR014C,YFR014C_mRNA,YFR014C_mRNA,850568,P27466
S000000851,TPA1,YER049W,YER049W_mRNA,YER049W_mRNA,856775,P40032
S000005057,AC19,YNL113W,YNL113W_mRNA,YNL113W_mRNA,855609,P28000
S000002697,RTT103,YDR289C,YDR289C_mRNA,YDR289C_mRNA,851884,Q05543
S000000994,ESCRT-0 subunit protein HSE1,YHL002W,YHL002W_mRNA,YHL002W_mRNA,856387,P38753
S000000918,SLX8,YER116C,YER116C_mRNA,YER116C_mRNA,856852,P40072
S000001618,APL2,YKL135C,YKL135C_mRNA,YKL135C_mRNA,853723,P36000
S000005743,CDC44,YOR217W,YOR217W_mRNA,YOR217W_mRNA,854392,P38630
S000006164,SRP68,YPL243W,YPL243W_mRNA,YPL243W_mRNA,855833,P38687
S000003682,IDS2,YJL146W,YJL146W_mRNA,YJL146W_mRNA,853295,P46958
S000003302,ROM1,YGR070W,YGR070W_mRNA,YGR070W_mRNA,852961,P53046
S000003648,FIS2,YJL112W,YJL112W_mRNA,YJL112W_mRNA,853332,P47025
S000001467,DAL4,YIR028W,YIR028W_mRNA,YIR028W_mRNA,854846,Q04895
S000001407,PAN6,YIL145C,YIL145C_mRNA,YIL145C_mRNA,854661,P40459
S000006042,LPH6,YPL121C,YPL121C_mRNA,YPL121C_mRNA,855982,P32489
S000002426,GCV1,YDR019C,YDR019C_mRNA,YDR019C_mRNA,851582,P48015
S000004763,CPL1,YMR154C,YMR154C_mRNA,YMR154C_mRNA,855186,Q03792
S000005521,PAU20,YOL161C,YOL161C_mRNA,YOL161C_mRNA,854003,Q08322
S000000573,,YCL068C,YCL068C_mRNA,YCL068C_mRNA,850291,P25593
S000003509,CAB4,YGR277C,YGR277C_mRNA,YGR277C_mRNA,853194,P53332
S000002523,MRPL1,YDR116C,YDR116C_mRNA,YDR116C_mRNA,851694,Q04599
S000001517,TUL1,YKL034W,YKL034W_mRNA,YKL034W_mRNA,853832,P36096
S000002172,LOT3,YDL014W,YDL014W_mRNA,YDL014W_mRNA,851548,P15646
S000003989,Y' element ATP-dependent helicase,,,,850660,Q99208
S000000387,YPC1,YBR183W,YBR183W_mRNA,YBR183W_mRNA,852481,P38298
S000001457,YAP5,YIR018W,YIR018W_mRNA,YIR018W_mRNA,854835,P40574
S000002758,ATP22,YDR350C,YDR350C_mRNA,YDR350C_mRNA,851952,P50273
S000003566,VPS53,YJL029C,YJL029C_mRNA,YJL029C_mRNA,853423,P47061
S000001642,RCN1,YKL159C,YKL159C_mRNA,YKL159C_mRNA,853698,P36054
S000003920,L-iditol 2-dehydrogenase SOR1,YJR159W,YJR159W_mRNA,YJR159W_mRNA,853624,P35497
S000004277,,YLR287C,YLR287C_mRNA,YLR287C_mRNA,850993,Q05881
S000000212,FLR1,YBR008C,YBR008C_mRNA,YBR008C_mRNA,852293,P38124
S000002588,SCC2,YDR180W,YDR180W_mRNA,YDR180W_mRNA,851761,Q04002
S000006154,MIND complex subunit NSL1,YPL233W,YPL233W_mRNA,YPL233W_mRNA,855843,Q12143
S000004882,TMA23,YMR269W,YMR269W_mRNA,YMR269W_mRNA,855311,Q03525
S000003975,AQY2,YLL052C,YLL052C_mRNA,YLL052C_mRNA,850674,P0CD90
S000004701,SNO1,YMR095C,YMR095C_mRNA,YMR095C_mRNA,855120,Q03144
S000028712,,YOR161C-C,YOR161C-C_mRNA,YOR161C-C_mRNA,1466484,Q8TGS0
S000001903,AIM12,YFR007W,YFR007W_mRNA,YFR007W_mRNA,850558,P43591
S000028538,,YDR169C-A,YDR169C-A_mRNA,YDR169C-A_mRNA,1466433,Q3E789
S000005705,SYC1,YOR179C,YOR179C_mRNA,YOR179C_mRNA,854351,Q08553
S000003997,NSE1,YLR007W,YLR007W_mRNA,YLR007W_mRNA,850693,Q07913
S000001070,DAP2,YHR028C,YHR028C_mRNA,YHR028C_mRNA,856423,P18962
S000001006,YLF1,YHL014C,YHL014C_mRNA,YHL014C_mRNA,856372,P38746
S000000867,ICL1,YER065C,YER065C_mRNA,YER065C_mRNA,856794,P28240
S000005776,CLP1,YOR250C,YOR250C_mRNA,YOR250C_mRNA,854424,Q08685
S000003646,DEH1,YJL110C,YJL110C_mRNA,YJL110C_mRNA,853334,P42944
S000004956,,YNL011C,YNL011C_mRNA,YNL011C_mRNA,855721,P53980
S000001015,NPR3,YHL023C,YHL023C_mRNA,YHL023C_mRNA,856362,P38742
S000003078,CUE3,YGL110C,YGL110C_mRNA,YGL110C_mRNA,852768,P53137
S000000924,ADP-ribosylation factor GTPase-activating protein,YER122C,YER122C_mRNA,YER122C_mRNA,856859,P38682
S000000418,SDS24,YBR214W,YBR214W_mRNA,YBR214W_mRNA,852515,P38314
S000002223,PAS12,YDL065C,YDL065C_mRNA,YDL065C_mRNA,851494,Q07418
S000004830,GMP synthase (glutamine-hydrolyzing),YMR217W,YMR217W_mRNA,YMR217W_mRNA,855257,P38625
S000000562,PRD1,YCL057W,YCL057W_mRNA,YCL057W_mRNA,850301,P25375
S000028692,,YMR105W-A,YMR105W-A_mRNA,YMR105W-A_mRNA,1466500,Q8TGS8
S000001829,,YFL065C,YFL065C_mRNA,YFL065C_mRNA,850479,P43539
S000006403,ACR1,YPR199C,YPR199C_mRNA,YPR199C_mRNA,856329,Q06596
S000004534,FACT complex subunit POB3,YML069W,YML069W_mRNA,YML069W_mRNA,854933,Q04636
S000003390,MTR3,YGR158C,YGR158C_mRNA,YGR158C_mRNA,853062,P48240
S000004886,CES1,YMR273C,YMR273C_mRNA,YMR273C_mRNA,855316,P50111
S000005132,KAR1,YNL188W,YNL188W_mRNA,YNL188W_mRNA,855533,P11927
S000002442,3-deoxy-7-phosphoheptulonate synthase ARO3,YDR035W,YDR035W_mRNA,YDR035W_mRNA,851605,P14843
S000002488,PDC2,YDR081C,YDR081C_mRNA,YDR081C_mRNA,851654,P32896
S000001506,,YKL023W,YKL023W_mRNA,YKL023W_mRNA,853845,P36103
S000002788,ARO10,YDR380W,YDR380W_mRNA,YDR380W_mRNA,851987,Q06408
S000004913,LIP1,YMR298W,YMR298W_mRNA,YMR298W_mRNA,855344,Q03579
S000003909,BAT2,YJR148W,YJR148W_mRNA,YJR148W_mRNA,853613,P47176
S000002264,BAS2,YDL106C,YDL106C_mRNA,YDL106C_mRNA,851452,P07269
S000004237,E3 ubiquitin-protein ligase IRC20,YLR247C,YLR247C_mRNA,YLR247C_mRNA,850949,Q06554
S000000890,DOT6,YER088C,YER088C_mRNA,YER088C_mRNA,856822,P40059
S000002178,RPN4,YDL020C,YDL020C_mRNA,YDL020C_mRNA,851542,Q03465
S000003055,E2  ubiquitin-conjugating protein MMS2,YGL087C,YGL087C_mRNA,YGL087C_mRNA,852793,P53152
S000004298,CDA1,YLR307W,YLR307W_mRNA,YLR307W_mRNA,851016,Q06702
S000002558,CTH1,YDR151C,YDR151C_mRNA,YDR151C_mRNA,851729,P47976
S000001623,TGL1,YKL140W,YKL140W_mRNA,YKL140W_mRNA,853717,P34163
S000000374,HRD4,YBR170C,YBR170C_mRNA,YBR170C_mRNA,852468,P33755
S000003489,MTM1,YGR257C,YGR257C_mRNA,YGR257C_mRNA,853173,P53320
S000029722,,YBR230W-A,YBR230W-A_mRNA,YBR230W-A_mRNA,2777172,Q3E762
S000004590,GTR1,YML121W,YML121W_mRNA,YML121W_mRNA,854918,Q00582
S000005798,CST14,YOR272W,YOR272W_mRNA,YOR272W_mRNA,854446,Q12024
S000001412,DNA43,YIL150C,YIL150C_mRNA,YIL150C_mRNA,854656,P32354
S000002168,GRX6,YDL010W,YDL010W_mRNA,YDL010W_mRNA,851551,Q12438
S000005889,PRE10,YOR362C,YOR362C_mRNA,YOR362C_mRNA,854544,P21242
S000002701,CLA1,YDR293C,YDR293C_mRNA,YDR293C_mRNA,851887,P24276
S000001366,Hsp90 cochaperone SHQ1,YIL104C,YIL104C_mRNA,YIL104C_mRNA,854702,P40486
S000001516,FMP47,YKL033W,YKL033W_mRNA,YKL033W_mRNA,853834,P36097
S000002941,HSP31,YDR533C,YDR533C_mRNA,YDR533C_mRNA,852146,Q04432
S000001500,ATP-dependent 5'-3' DNA helicase HCS1,YKL017C,YKL017C_mRNA,YKL017C_mRNA,853852,P34243
S000001233,ERG9,YHR190W,YHR190W_mRNA,YHR190W_mRNA,856597,P29704
S000005646,GCY,YOR120W,YOR120W_mRNA,YOR120W_mRNA,854287,P14065
S000000653,PWP2,YCR057C,YCR057C_mRNA,YCR057C_mRNA,850422,P25635
S000003395,GTR2,YGR163W,YGR163W_mRNA,YGR163W_mRNA,853072,P53290
S000001282,1-(5-phosphoribosyl)-5- ((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase HIS6,YIL020C,YIL020C_mRNA,YIL020C_mRNA,854792,P40545
S000005598,YOR29-23,,,,854238,
S000002911,LPP1,YDR503C,YDR503C_mRNA,YDR503C_mRNA,852114,Q04396
S000001237,MDM31,YHR194W,YHR194W_mRNA,YHR194W_mRNA,856601,P38880
S000005762,DFR1,YOR236W,YOR236W_mRNA,YOR236W_mRNA,854411,P07807
S000007399,gag-pol fusion protein,,,,851914,P0C2I2
S000002738,UBX5,YDR330W,YDR330W_mRNA,YDR330W_mRNA,851930,Q06682
S000007409,YDR210W-C,,,,851795,Q12441
S000003232,COS12,YGL263W,YGL263W_mRNA,YGL263W_mRNA,852628,P53053
S000003650,gag protein,,,,853329,P47023
S000005599,SGO1,YOR073W,YOR073W_mRNA,YOR073W_mRNA,854240,Q08490
S000003679,MIM17,YJL143W,YJL143W_mRNA,YJL143W_mRNA,853298,P39515
S000001894,SPB4,YFL002C,YFL002C_mRNA,YFL002C_mRNA,850549,P25808
S000003512,GNO1,YGR280C,YGR280C_mRNA,YGR280C_mRNA,853197,P53335
S000001283,B44,YIL021W,YIL021W_mRNA,YIL021W_mRNA,854791,P16370
S000005063,NCS2,YNL119W,YNL119W_mRNA,YNL119W_mRNA,855603,P53923
S000002296,ARF2,YDL137W,YDL137W_mRNA,YDL137W_mRNA,851418,P19146
S000002867,PFA5,YDR459C,YDR459C_mRNA,YDR459C_mRNA,852070,Q03289
S000004895,AEP2,YMR282C,YMR282C_mRNA,YMR282C_mRNA,855325,P22136
S000004018,ADE16,YLR028C,YLR028C_mRNA,YLR028C_mRNA,850715,P54113
S000002459,DBF4,YDR052C,YDR052C_mRNA,YDR052C_mRNA,851623,P32325
S000001518,UGP1,YKL035W,YKL035W_mRNA,YKL035W_mRNA,853830,P32861
S000004447,PDP3,YLR455W,YLR455W_mRNA,YLR455W_mRNA,851177,Q06188
S000000379,CPS30,YBR175W,YBR175W_mRNA,YBR175W_mRNA,852472,P38123
S000003614,PRY3,YJL078C,YJL078C_mRNA,YJL078C_mRNA,853367,P47033
S000004959,HEF3,YNL014W,YNL014W_mRNA,YNL014W_mRNA,855718,P53978
S000005339,BIO5,YNR056C,YNR056C_mRNA,YNR056C_mRNA,855793,P53744
S000005079,FKB1,YNL135C,YNL135C_mRNA,YNL135C_mRNA,855587,P20081
S000002562,CPH1,YDR155C,YDR155C_mRNA,YDR155C_mRNA,851733,P14832
S000003398,KRE11,YGR166W,YGR166W_mRNA,YGR166W_mRNA,853076,P32893
S000003932,COX17,YLL009C,YLL009C_mRNA,YLL009C_mRNA,850651,Q12287
S000003838,MIR1,YJR077C,YJR077C_mRNA,YJR077C_mRNA,853540,P23641
S000003949,HSP104,YLL026W,YLL026W_mRNA,YLL026W_mRNA,850633,P31539
S000001210,THP2,YHR167W,YHR167W_mRNA,YHR167W_mRNA,856572,O13539
S000004644,ARA2,YMR041C,YMR041C_mRNA,YMR041C_mRNA,855057,Q04212
S000000440,ABD1,YBR236C,YBR236C_mRNA,YBR236C_mRNA,852538,P32783
S000005830,BIL1,YOR304C-A,YOR304C-A_mRNA,YOR304C-A_mRNA,854481,O14468
S000002552,TAF12,YDR145W,YDR145W_mRNA,YDR145W_mRNA,851723,Q03761
S000003354,,YGR122W,YGR122W_mRNA,YGR122W_mRNA,853020,P53272
S000000002,CORVET complex membrane-binding subunit VPS8,YAL002W,YAL002W_mRNA,YAL002W_mRNA,851261,P39702
S000000496,,,,,852595,
S000003624,ARG3,YJL088W,YJL088W_mRNA,YJL088W_mRNA,853357,P05150
S000003848,EMC2,YJR088C,YJR088C_mRNA,YJR088C_mRNA,853550,P47133
S000006065,DMP1,YPL144W,YPL144W_mRNA,YPL144W_mRNA,855959,Q12245
S000000855,Cu/Pi carrier,YER053C,YER053C_mRNA,YER053C_mRNA,856779,P40035
S000002648,MUD10,YDR240C,YDR240C_mRNA,YDR240C_mRNA,851827,Q03782
S000004123,CKI1,YLR133W,YLR133W_mRNA,YLR133W_mRNA,850824,P20485
S000005807,PLP2,YOR281C,YOR281C_mRNA,YOR281C_mRNA,854456,Q12017
S000003886,ENT3,YJR125C,YJR125C_mRNA,YJR125C_mRNA,853589,P47160
S000007604,DAD4,YDR320C-A,YDR320C-A_mRNA,YDR320C-A_mRNA,851919,P69851
S000006289,ASA1,YPR085C,YPR085C_mRNA,YPR085C_mRNA,856200,Q06822
S000007387,gag-pol fusion protein,,,,855433,Q12112
S000002359,MGMT,YDL200C,YDL200C_mRNA,YDL200C_mRNA,851327,P26188
S000002881,PRP3,YDR473C,YDR473C_mRNA,YDR473C_mRNA,852084,Q03338
S000006043,TFB2,YPL122C,YPL122C_mRNA,YPL122C_mRNA,855981,Q02939
S000007279,I-SceIV,Q0160,Q0160_mRNA,Q0160_mRNA,854590,P03882
S000003539,NLT1,YJL002C,YJL002C_mRNA,YJL002C_mRNA,853455,P41543
S000000030,FUN20,YAL032C,YAL032C_mRNA,YAL032C_mRNA,851201,P28004
S000000240,CLS2,YBR036C,YBR036C_mRNA,YBR036C_mRNA,852324,P35206
S000005843,COT1,YOR316C,YOR316C_mRNA,YOR316C_mRNA,854494,P32798
S000004829,SKY1,YMR216C,YMR216C_mRNA,YMR216C_mRNA,855256,Q03656
S000003468,SPG1,YGR236C,YGR236C_mRNA,YGR236C_mRNA,853151,P50088
S000003219,RMR1,YGL250W,YGL250W_mRNA,YGL250W_mRNA,852642,P53060
S000006017,PNG1,YPL096W,YPL096W_mRNA,YPL096W_mRNA,856009,Q02890
S000000811,NTF2,YER009W,YER009W_mRNA,YER009W_mRNA,856727,P33331
S000000281,EGO3,YBR077C,YBR077C_mRNA,YBR077C_mRNA,852369,P38247
S000003329,ASK10,YGR097W,YGR097W_mRNA,YGR097W_mRNA,852989,P48361
S000006429,CCW14,YLR390W-A,YLR390W-A_mRNA,YLR390W-A_mRNA,851107,O13547
S000005827,RAX1,YOR301W,YOR301W_mRNA,YOR301W_mRNA,854477,Q08760
S000004405,INA1,YLR413W,YLR413W_mRNA,YLR413W_mRNA,851131,Q06689
S000003205,IPS1,YGL236C,YGL236C_mRNA,YGL236C_mRNA,852616,P53070
S000000928,NSA2,YER126C,YER126C_mRNA,YER126C_mRNA,856863,P40078
S000028508,CWH36,YCL005W-A,YCL005W-A_mRNA,YCL005W-A_mRNA,2732686,Q3E7B6
S000002521,,YDR114C,YDR114C_mRNA,YDR114C_mRNA,851693,Q04597
S000004218,ECM22,YLR228C,YLR228C_mRNA,YLR228C_mRNA,850928,Q05958
S000004912,CPY,YMR297W,YMR297W_mRNA,YMR297W_mRNA,855343,P00729
S000001684,MNN4,YKL201C,YKL201C_mRNA,YKL201C_mRNA,853634,P36044
S000003361,NTC31,YGR129W,YGR129W_mRNA,YGR129W_mRNA,853030,P53277
S000004487,YML6,YML025C,YML025C_mRNA,YML025C_mRNA,854983,P51998
S000003122,LYS5,YGL154C,YGL154C_mRNA,YGL154C_mRNA,852723,P50113
S000000996,MRP4,YHL004W,YHL004W_mRNA,YHL004W_mRNA,856384,P32902
S000005275,AAD14,YNL331C,YNL331C_mRNA,YNL331C_mRNA,855385,P42884
S000001826,,YFL068W,YFL068W_mRNA,YFL068W_mRNA,850476,P0CX99
S000005344,,YNR061C,YNR061C_mRNA,YNR061C_mRNA,855798,P53747
S000002462,HPF2,YDR055W,YDR055W_mRNA,YDR055W_mRNA,851625,Q12355
S000005994,,,,,,
S000004978,,YNL033W,YNL033W_mRNA,YNL033W_mRNA,855698,P53964
S000004860,FAA4,YMR246W,YMR246W_mRNA,YMR246W_mRNA,855288,P47912
S000003703,BOT3,YJL167W,YJL167W_mRNA,YJL167W_mRNA,853272,P08524
S000003840,,YJR079W,YJR079W_mRNA,YJR079W_mRNA,853542,P47126
S000005188,MOF2,YNL244C,YNL244C_mRNA,YNL244C_mRNA,855477,P32911
S000004729,,,,,855151,
S000004478,PPZ1,YML016C,YML016C_mRNA,YML016C_mRNA,854992,P26570
S000003933,PSR1,YLL010C,YLL010C_mRNA,YLL010C_mRNA,850650,Q07800
S000005327,AGA1,YNR044W,YNR044W_mRNA,YNR044W_mRNA,855780,P32323
S000002370,,YDL211C,YDL211C_mRNA,YDL211C_mRNA,851315,Q12121
S000004150,ASP3,YLR155C,YLR155C_mRNA,YLR155C_mRNA,850857,P0CX77
S000000730,YEA4,YEL004W,YEL004W_mRNA,YEL004W_mRNA,856714,P40004
S000001099,CPR2,YHR057C,YHR057C_mRNA,YHR057C_mRNA,856454,P23285
S000000016,LDS1,YAL018C,YAL018C_mRNA,YAL018C_mRNA,851215,P31379
S000003862,RSM26,YJR101W,YJR101W_mRNA,YJR101W_mRNA,853565,P47141
S000002684,PMP3,YDR276C,YDR276C_mRNA,YDR276C_mRNA,851869,P87284
S000002328,UGX2,YDL169C,YDL169C_mRNA,YDL169C_mRNA,851385,P32772
S000002932,AGE1,YDR524C,YDR524C_mRNA,YDR524C_mRNA,852136,Q04412
S000000788,NPR2,YEL062W,YEL062W_mRNA,YEL062W_mRNA,856647,P39923
S000003667,AIM23,YJL131C,YJL131C_mRNA,YJL131C_mRNA,853310,P47015
S000001249,BRY1,YHR206W,YHR206W_mRNA,YHR206W_mRNA,856613,P38889
S000007277,ORF10,,,,,
S000000897,MUT5,YER095W,YER095W_mRNA,YER095W_mRNA,856831,P25454
S000004998,MSG5,YNL053W,YNL053W_mRNA,YNL053W_mRNA,855674,P38590
S000003331,TEL2,YGR099W,YGR099W_mRNA,YGR099W_mRNA,852991,P53038
S000005430,NUF2,YOL069W,YOL069W_mRNA,YOL069W_mRNA,854085,P33895
S000005246,RP55B,YNL302C,YNL302C_mRNA,YNL302C_mRNA,855414,P07281
S000005899,NDD1,YOR372C,YOR372C_mRNA,YOR372C_mRNA,854554,Q08887
S000002338,PCL9,YDL179W,YDL179W_mRNA,YDL179W_mRNA,851375,Q12477
S000000777,H(+)-transporting V1 sector ATPase subunit D,YEL051W,YEL051W_mRNA,YEL051W_mRNA,856659,P32610
S000005416,THI20,YOL055C,YOL055C_mRNA,YOL055C_mRNA,854099,Q08224
S000005383,IFM1,YOL023W,YOL023W_mRNA,YOL023W_mRNA,854135,P25038
S000005580,VHS3,YOR054C,YOR054C_mRNA,YOR054C_mRNA,854220,Q08438
S000000409,KTR3,YBR205W,YBR205W_mRNA,YBR205W_mRNA,852504,P38130
S000005993,UBP16,YPL072W,YPL072W_mRNA,YPL072W_mRNA,856032,Q02863
S000003837,CDC11,YJR076C,YJR076C_mRNA,YJR076C_mRNA,853539,P32458
S000000843,YEN1,YER041W,YER041W_mRNA,YER041W_mRNA,856764,P40028
S000004594,NQR1,YML125C,YML125C_mRNA,YML125C_mRNA,854914,Q12746
S000001474,sepiapterin reductase family protein,YIR035C,YIR035C_mRNA,YIR035C_mRNA,854853,P40579
S000028727,,,,,,
S000001373,COX5B,,,,854695,P00425
S000003111,MRF1,YGL143C,YGL143C_mRNA,YGL143C_mRNA,852734,P30775
S000003285,,YGR053C,YGR053C_mRNA,YGR053C_mRNA,852944,P53234
S000000830,MIG3,YER028C,YER028C_mRNA,YER028C_mRNA,856750,P39943
S000002635,ASD1,YDR227W,YDR227W_mRNA,YDR227W_mRNA,851813,P11978
S000006219,,YPR015C,YPR015C_mRNA,YPR015C_mRNA,856125,Q12531
S000005449,HAL9,YOL089C,YOL089C_mRNA,YOL089C_mRNA,854064,Q12180
S000004954,IDP3,YNL009W,YNL009W_mRNA,YNL009W_mRNA,855723,P53982
S000000241,Cu-binding protein SCO1,YBR037C,YBR037C_mRNA,YBR037C_mRNA,852325,P23833
S000000479,DNA-binding protein RIF1,YBR275C,YBR275C_mRNA,YBR275C_mRNA,852578,P29539
S000002550,SAN1,YDR143C,YDR143C_mRNA,YDR143C_mRNA,851721,P22470
S000004338,CIS1,YLR346C,YLR346C_mRNA,YLR346C_mRNA,851060,Q06139
S000007358,gag-pol fusion protein,,,,855817,Q12414
S000006437,L29,YFR032C-A,YFR032C-A_mRNA,YFR032C-A_mRNA,850592,P05747
S000001899,YPI1,YFR003C,YFR003C_mRNA,YFR003C_mRNA,850553,P43587
S000000642,IMG1,YCR046C,YCR046C_mRNA,YCR046C_mRNA,850413,P25626
S000002302,ANC2,YDL143W,YDL143W_mRNA,YDL143W_mRNA,851412,P39078
S000003839,BNA2,YJR078W,YJR078W_mRNA,YJR078W_mRNA,853541,P47125
S000005259,ATP11,YNL315C,YNL315C_mRNA,YNL315C_mRNA,855401,P32453
S000004558,UTP14,YML093W,YML093W_mRNA,YML093W_mRNA,854881,Q04500
S000000294,,YBR090C,YBR090C_mRNA,YBR090C_mRNA,852387,P38253
S000002236,MDH3,YDL078C,YDL078C_mRNA,YDL078C_mRNA,851481,P32419
S000003645,UTP10,YJL109C,YJL109C_mRNA,YJL109C_mRNA,853335,P42945
S000006382,PRP4,YPR178W,YPR178W_mRNA,YPR178W_mRNA,856307,P20053
S000000198,SFT2,YBL102W,YBL102W_mRNA,YBL102W_mRNA,852172,P38166
S000000687,FPK2,YCR091W,YCR091W_mRNA,YCR091W_mRNA,850453,P25341
S000001864,AGX1,YFL030W,YFL030W_mRNA,YFL030W_mRNA,850514,P43567
S000000301,GRD8,YBR097W,YBR097W_mRNA,YBR097W_mRNA,852394,P22219
S000002996,SCW11,YGL028C,YGL028C_mRNA,YGL028C_mRNA,852856,P53189
S000000259,PRP6,YBR055C,YBR055C_mRNA,YBR055C_mRNA,852344,P19735
S000001787,TRZ1,YKR079C,YKR079C_mRNA,YKR079C_mRNA,853954,P36159
S000004636,ARP9,YMR033W,YMR033W_mRNA,YMR033W_mRNA,855049,Q05123
S000000182,,YBL086C,YBL086C_mRNA,YBL086C_mRNA,852192,P38177
S000001882,,YFL012W,YFL012W_mRNA,YFL012W_mRNA,850535,P43580
S000001089,AAP1,YHR047C,YHR047C_mRNA,YHR047C_mRNA,856443,P37898
S000002916,GNP1,YDR508C,YDR508C_mRNA,YDR508C_mRNA,852121,P48813
S000000807,APY1,YER005W,YER005W_mRNA,YER005W_mRNA,856722,P40009
S000007402,gag protein,,,,856880,P0CX70
S000005404,PAS21,YOL044W,YOL044W_mRNA,YOL044W_mRNA,854113,Q08215
S000003935,YEH1,YLL012W,YLL012W_mRNA,YLL012W_mRNA,850648,Q07804
S000003713,L17B,YJL177W,YJL177W_mRNA,YJL177W_mRNA,853262,P46990
S000006343,LOA1,YPR139C,YPR139C_mRNA,YPR139C_mRNA,856261,Q06508
